ID,Name,Category,Subcategory,Purpose,Path
7189,memory_op_34,coding,memory_management,Memory management operation 34,coding/memory_management/memory_op_34.md
7190,memory_op_51,coding,memory_management,Memory management operation 51,coding/memory_management/memory_op_51.md
7191,memory_op_40,coding,memory_management,Memory management operation 40,coding/memory_management/memory_op_40.md
7192,memory_op_11,coding,memory_management,Memory management operation 11,coding/memory_management/memory_op_11.md
7193,memory_op_25,coding,memory_management,Memory management operation 25,coding/memory_management/memory_op_25.md
7194,memory_op_74,coding,memory_management,Memory management operation 74,coding/memory_management/memory_op_74.md
7195,memory_op_87,coding,memory_management,Memory management operation 87,coding/memory_management/memory_op_87.md
7196,memory_op_9,coding,memory_management,Memory management operation 9,coding/memory_management/memory_op_9.md
7197,memory_op_97,coding,memory_management,Memory management operation 97,coding/memory_management/memory_op_97.md
7198,memory_op_64,coding,memory_management,Memory management operation 64,coding/memory_management/memory_op_64.md
7199,memory_op_35,coding,memory_management,Memory management operation 35,coding/memory_management/memory_op_35.md
7200,memory_op_50,coding,memory_management,Memory management operation 50,coding/memory_management/memory_op_50.md
7201,memory_op_70,coding,memory_management,Memory management operation 70,coding/memory_management/memory_op_70.md
7202,memory_op_21,coding,memory_management,Memory management operation 21,coding/memory_management/memory_op_21.md
7203,memory_op_83,coding,memory_management,Memory management operation 83,coding/memory_management/memory_op_83.md
7204,memory_op_108,coding,memory_management,Memory management operation 108,coding/memory_management/memory_op_108.md
7205,memory_op_15,coding,memory_management,Memory management operation 15,coding/memory_management/memory_op_15.md
7206,memory_op_44,coding,memory_management,Memory management operation 44,coding/memory_management/memory_op_44.md
7207,memory_op_54,coding,memory_management,Memory management operation 54,coding/memory_management/memory_op_54.md
7208,memory_op_118,coding,memory_management,Memory management operation 118,coding/memory_management/memory_op_118.md
7209,memory_op_93,coding,memory_management,Memory management operation 93,coding/memory_management/memory_op_93.md
7210,memory_op_31,coding,memory_management,Memory management operation 31,coding/memory_management/memory_op_31.md
7211,memory_op_60,coding,memory_management,Memory management operation 60,coding/memory_management/memory_op_60.md
7212,memory_op_88,coding,memory_management,Memory management operation 88,coding/memory_management/memory_op_88.md
7213,memory_op_103,coding,memory_management,Memory management operation 103,coding/memory_management/memory_op_103.md
7214,memory_op_113,coding,memory_management,Memory management operation 113,coding/memory_management/memory_op_113.md
7215,memory_op_98,coding,memory_management,Memory management operation 98,coding/memory_management/memory_op_98.md
7216,memory_op_6,coding,memory_management,Memory management operation 6,coding/memory_management/memory_op_6.md
7217,memory_op_107,coding,memory_management,Memory management operation 107,coding/memory_management/memory_op_107.md
7218,memory_op_123,coding,memory_management,Memory management operation 123,coding/memory_management/memory_op_123.md
7219,memory_op_117,coding,memory_management,Memory management operation 117,coding/memory_management/memory_op_117.md
7220,memory_op_2,coding,memory_management,Memory management operation 2,coding/memory_management/memory_op_2.md
7221,memory_op_106,coding,memory_management,Memory management operation 106,coding/memory_management/memory_op_106.md
7222,memory_op_122,coding,memory_management,Memory management operation 122,coding/memory_management/memory_op_122.md
7223,memory_op_116,coding,memory_management,Memory management operation 116,coding/memory_management/memory_op_116.md
7224,memory_op_3,coding,memory_management,Memory management operation 3,coding/memory_management/memory_op_3.md
7225,memory_op_89,coding,memory_management,Memory management operation 89,coding/memory_management/memory_op_89.md
7226,memory_op_102,coding,memory_management,Memory management operation 102,coding/memory_management/memory_op_102.md
7227,memory_op_112,coding,memory_management,Memory management operation 112,coding/memory_management/memory_op_112.md
7228,memory_op_99,coding,memory_management,Memory management operation 99,coding/memory_management/memory_op_99.md
7229,memory_op_7,coding,memory_management,Memory management operation 7,coding/memory_management/memory_op_7.md
7230,memory_op_18,coding,memory_management,Memory management operation 18,coding/memory_management/memory_op_18.md
7231,memory_op_105,coding,memory_management,Memory management operation 105,coding/memory_management/memory_op_105.md
7232,memory_op_49,coding,memory_management,Memory management operation 49,coding/memory_management/memory_op_49.md
7233,memory_op_121,coding,memory_management,Memory management operation 121,coding/memory_management/memory_op_121.md
7234,memory_op_59,coding,memory_management,Memory management operation 59,coding/memory_management/memory_op_59.md
7235,memory_op_115,coding,memory_management,Memory management operation 115,coding/memory_management/memory_op_115.md
7236,memory_op_0,coding,memory_management,Memory management operation 0,coding/memory_management/memory_op_0.md
7237,memory_op_28,coding,memory_management,Memory management operation 28,coding/memory_management/memory_op_28.md
7238,memory_op_79,coding,memory_management,Memory management operation 79,coding/memory_management/memory_op_79.md
7239,memory_op_101,coding,memory_management,Memory management operation 101,coding/memory_management/memory_op_101.md
7240,memory_op_111,coding,memory_management,Memory management operation 111,coding/memory_management/memory_op_111.md
7241,memory_op_69,coding,memory_management,Memory management operation 69,coding/memory_management/memory_op_69.md
7242,memory_op_38,coding,memory_management,Memory management operation 38,coding/memory_management/memory_op_38.md
7243,memory_op_4,coding,memory_management,Memory management operation 4,coding/memory_management/memory_op_4.md
7244,memory_op_29,coding,memory_management,Memory management operation 29,coding/memory_management/memory_op_29.md
7245,memory_op_78,coding,memory_management,Memory management operation 78,coding/memory_management/memory_op_78.md
7246,memory_op_100,coding,memory_management,Memory management operation 100,coding/memory_management/memory_op_100.md
7247,memory_op_110,coding,memory_management,Memory management operation 110,coding/memory_management/memory_op_110.md
7248,memory_op_68,coding,memory_management,Memory management operation 68,coding/memory_management/memory_op_68.md
7249,memory_op_39,coding,memory_management,Memory management operation 39,coding/memory_management/memory_op_39.md
7250,memory_op_124,coding,memory_management,Memory management operation 124,coding/memory_management/memory_op_124.md
7251,memory_op_5,coding,memory_management,Memory management operation 5,coding/memory_management/memory_op_5.md
7252,memory_op_104,coding,memory_management,Memory management operation 104,coding/memory_management/memory_op_104.md
7253,memory_op_19,coding,memory_management,Memory management operation 19,coding/memory_management/memory_op_19.md
7254,memory_op_48,coding,memory_management,Memory management operation 48,coding/memory_management/memory_op_48.md
7255,memory_op_120,coding,memory_management,Memory management operation 120,coding/memory_management/memory_op_120.md
7256,memory_op_58,coding,memory_management,Memory management operation 58,coding/memory_management/memory_op_58.md
7257,memory_op_114,coding,memory_management,Memory management operation 114,coding/memory_management/memory_op_114.md
7258,memory_op_1,coding,memory_management,Memory management operation 1,coding/memory_management/memory_op_1.md
7259,memory_op_12,coding,memory_management,Memory management operation 12,coding/memory_management/memory_op_12.md
7260,memory_op_43,coding,memory_management,Memory management operation 43,coding/memory_management/memory_op_43.md
7261,memory_op_84,coding,memory_management,Memory management operation 84,coding/memory_management/memory_op_84.md
7262,memory_op_77,coding,memory_management,Memory management operation 77,coding/memory_management/memory_op_77.md
7263,memory_op_26,coding,memory_management,Memory management operation 26,coding/memory_management/memory_op_26.md
7264,memory_op_36,coding,memory_management,Memory management operation 36,coding/memory_management/memory_op_36.md
7265,memory_op_67,coding,memory_management,Memory management operation 67,coding/memory_management/memory_op_67.md
7266,memory_op_94,coding,memory_management,Memory management operation 94,coding/memory_management/memory_op_94.md
7267,memory_op_53,coding,memory_management,Memory management operation 53,coding/memory_management/memory_op_53.md
7268,memory_op_80,coding,memory_management,Memory management operation 80,coding/memory_management/memory_op_80.md
7269,memory_op_22,coding,memory_management,Memory management operation 22,coding/memory_management/memory_op_22.md
7270,memory_op_73,coding,memory_management,Memory management operation 73,coding/memory_management/memory_op_73.md
7271,memory_op_47,coding,memory_management,Memory management operation 47,coding/memory_management/memory_op_47.md
7272,memory_op_16,coding,memory_management,Memory management operation 16,coding/memory_management/memory_op_16.md
7273,memory_op_57,coding,memory_management,Memory management operation 57,coding/memory_management/memory_op_57.md
7274,memory_op_63,coding,memory_management,Memory management operation 63,coding/memory_management/memory_op_63.md
7275,memory_op_32,coding,memory_management,Memory management operation 32,coding/memory_management/memory_op_32.md
7276,memory_op_90,coding,memory_management,Memory management operation 90,coding/memory_management/memory_op_90.md
7277,memory_op_81,coding,memory_management,Memory management operation 81,coding/memory_management/memory_op_81.md
7278,memory_op_23,coding,memory_management,Memory management operation 23,coding/memory_management/memory_op_23.md
7279,memory_op_72,coding,memory_management,Memory management operation 72,coding/memory_management/memory_op_72.md
7280,memory_op_46,coding,memory_management,Memory management operation 46,coding/memory_management/memory_op_46.md
7281,memory_op_17,coding,memory_management,Memory management operation 17,coding/memory_management/memory_op_17.md
7282,memory_op_56,coding,memory_management,Memory management operation 56,coding/memory_management/memory_op_56.md
7283,memory_op_62,coding,memory_management,Memory management operation 62,coding/memory_management/memory_op_62.md
7284,memory_op_33,coding,memory_management,Memory management operation 33,coding/memory_management/memory_op_33.md
7285,memory_op_91,coding,memory_management,Memory management operation 91,coding/memory_management/memory_op_91.md
7286,memory_op_13,coding,memory_management,Memory management operation 13,coding/memory_management/memory_op_13.md
7287,memory_op_42,coding,memory_management,Memory management operation 42,coding/memory_management/memory_op_42.md
7288,memory_op_85,coding,memory_management,Memory management operation 85,coding/memory_management/memory_op_85.md
7289,memory_op_76,coding,memory_management,Memory management operation 76,coding/memory_management/memory_op_76.md
7290,memory_op_27,coding,memory_management,Memory management operation 27,coding/memory_management/memory_op_27.md
7291,memory_op_37,coding,memory_management,Memory management operation 37,coding/memory_management/memory_op_37.md
7292,memory_op_66,coding,memory_management,Memory management operation 66,coding/memory_management/memory_op_66.md
7293,memory_op_95,coding,memory_management,Memory management operation 95,coding/memory_management/memory_op_95.md
7294,memory_op_52,coding,memory_management,Memory management operation 52,coding/memory_management/memory_op_52.md
7295,difference_days,general_purpose,date_time,Calculates days between dates,general_purpose/date_time/difference_days.md
7296,datetime_util_66,general_purpose,date_time,Date/time utility 66,general_purpose/date_time/datetime_util_66.md
7297,datetime_util_37,general_purpose,date_time,Date/time utility 37,general_purpose/date_time/datetime_util_37.md
7298,datetime_util_95,general_purpose,date_time,Date/time utility 95,general_purpose/date_time/datetime_util_95.md
7299,subtract_months,general_purpose,date_time,Subtracts months from date,general_purpose/date_time/subtract_months.md
7300,datetime_util_52,general_purpose,date_time,Date/time utility 52,general_purpose/date_time/datetime_util_52.md
7301,difference_hours,general_purpose,date_time,Calculates hours between times,general_purpose/date_time/difference_hours.md
7302,datetime_util_0,general_purpose,date_time,Date/time utility 0,general_purpose/date_time/datetime_util_0.md
7303,datetime_util_42,general_purpose,date_time,Date/time utility 42,general_purpose/date_time/datetime_util_42.md
7304,datetime_util_13,general_purpose,date_time,Date/time utility 13,general_purpose/date_time/datetime_util_13.md
7305,datetime_util_85,general_purpose,date_time,Date/time utility 85,general_purpose/date_time/datetime_util_85.md
7306,datetime_util_27,general_purpose,date_time,Date/time utility 27,general_purpose/date_time/datetime_util_27.md
7307,datetime_util_76,general_purpose,date_time,Date/time utility 76,general_purpose/date_time/datetime_util_76.md
7308,datetime_util_56,general_purpose,date_time,Date/time utility 56,general_purpose/date_time/datetime_util_56.md
7309,datetime_util_33,general_purpose,date_time,Date/time utility 33,general_purpose/date_time/datetime_util_33.md
7310,datetime_util_62,general_purpose,date_time,Date/time utility 62,general_purpose/date_time/datetime_util_62.md
7311,datetime_util_91,general_purpose,date_time,Date/time utility 91,general_purpose/date_time/datetime_util_91.md
7312,convert_timezone,general_purpose,date_time,Converts between timezones,general_purpose/date_time/convert_timezone.md
7313,days_in_month,general_purpose,date_time,Gets number of days in month,general_purpose/date_time/days_in_month.md
7314,add_months,general_purpose,date_time,Adds months to date,general_purpose/date_time/add_months.md
7315,get_current_time,general_purpose,date_time,Gets current time,general_purpose/date_time/get_current_time.md
7316,is_weekend,general_purpose,date_time,Checks if date is weekend,general_purpose/date_time/is_weekend.md
7317,datetime_util_81,general_purpose,date_time,Date/time utility 81,general_purpose/date_time/datetime_util_81.md
7318,datetime_util_72,general_purpose,date_time,Date/time utility 72,general_purpose/date_time/datetime_util_72.md
7319,datetime_util_23,general_purpose,date_time,Date/time utility 23,general_purpose/date_time/datetime_util_23.md
7320,datetime_util_4,general_purpose,date_time,Date/time utility 4,general_purpose/date_time/datetime_util_4.md
7321,datetime_util_17,general_purpose,date_time,Date/time utility 17,general_purpose/date_time/datetime_util_17.md
7322,datetime_util_46,general_purpose,date_time,Date/time utility 46,general_purpose/date_time/datetime_util_46.md
7323,datetime_util_57,general_purpose,date_time,Date/time utility 57,general_purpose/date_time/datetime_util_57.md
7324,datetime_util_32,general_purpose,date_time,Date/time utility 32,general_purpose/date_time/datetime_util_32.md
7325,datetime_util_63,general_purpose,date_time,Date/time utility 63,general_purpose/date_time/datetime_util_63.md
7326,datetime_util_90,general_purpose,date_time,Date/time utility 90,general_purpose/date_time/datetime_util_90.md
7327,local_to_utc,general_purpose,date_time,Converts local to UTC time,general_purpose/date_time/local_to_utc.md
7328,from_unix_timestamp,general_purpose,date_time,Converts from Unix timestamp,general_purpose/date_time/from_unix_timestamp.md
7329,datetime_util_80,general_purpose,date_time,Date/time utility 80,general_purpose/date_time/datetime_util_80.md
7330,datetime_util_73,general_purpose,date_time,Date/time utility 73,general_purpose/date_time/datetime_util_73.md
7331,datetime_util_22,general_purpose,date_time,Date/time utility 22,general_purpose/date_time/datetime_util_22.md
7332,datetime_util_5,general_purpose,date_time,Date/time utility 5,general_purpose/date_time/datetime_util_5.md
7333,datetime_util_16,general_purpose,date_time,Date/time utility 16,general_purpose/date_time/datetime_util_16.md
7334,datetime_util_47,general_purpose,date_time,Date/time utility 47,general_purpose/date_time/datetime_util_47.md
7335,datetime_util_67,general_purpose,date_time,Date/time utility 67,general_purpose/date_time/datetime_util_67.md
7336,datetime_util_36,general_purpose,date_time,Date/time utility 36,general_purpose/date_time/datetime_util_36.md
7337,datetime_util_94,general_purpose,date_time,Date/time utility 94,general_purpose/date_time/datetime_util_94.md
7338,datetime_util_53,general_purpose,date_time,Date/time utility 53,general_purpose/date_time/datetime_util_53.md
7339,end_of_year,general_purpose,date_time,Gets end of year,general_purpose/date_time/end_of_year.md
7340,parse_rfc3339,general_purpose,date_time,Parses RFC 3339 date,general_purpose/date_time/parse_rfc3339.md
7341,datetime_util_1,general_purpose,date_time,Date/time utility 1,general_purpose/date_time/datetime_util_1.md
7342,datetime_util_43,general_purpose,date_time,Date/time utility 43,general_purpose/date_time/datetime_util_43.md
7343,datetime_util_12,general_purpose,date_time,Date/time utility 12,general_purpose/date_time/datetime_util_12.md
7344,datetime_util_84,general_purpose,date_time,Date/time utility 84,general_purpose/date_time/datetime_util_84.md
7345,datetime_util_26,general_purpose,date_time,Date/time utility 26,general_purpose/date_time/datetime_util_26.md
7346,unix_timestamp,general_purpose,date_time,Converts to Unix timestamp,general_purpose/date_time/unix_timestamp.md
7347,datetime_util_77,general_purpose,date_time,Date/time utility 77,general_purpose/date_time/datetime_util_77.md
7348,day_of_week,general_purpose,date_time,Gets day of week,general_purpose/date_time/day_of_week.md
7349,is_future,general_purpose,date_time,Checks if date is in future,general_purpose/date_time/is_future.md
7350,format_date,general_purpose,date_time,Formats date to string,general_purpose/date_time/format_date.md
7351,datetime_util_58,general_purpose,date_time,Date/time utility 58,general_purpose/date_time/datetime_util_58.md
7352,datetime_util_48,general_purpose,date_time,Date/time utility 48,general_purpose/date_time/datetime_util_48.md
7353,datetime_util_19,general_purpose,date_time,Date/time utility 19,general_purpose/date_time/datetime_util_19.md
7354,quarter_of_year,general_purpose,date_time,Gets quarter of year,general_purpose/date_time/quarter_of_year.md
7355,datetime_util_39,general_purpose,date_time,Date/time utility 39,general_purpose/date_time/datetime_util_39.md
7356,datetime_util_68,general_purpose,date_time,Date/time utility 68,general_purpose/date_time/datetime_util_68.md
7357,datetime_util_78,general_purpose,date_time,Date/time utility 78,general_purpose/date_time/datetime_util_78.md
7358,datetime_util_29,general_purpose,date_time,Date/time utility 29,general_purpose/date_time/datetime_util_29.md
7359,time_ago,general_purpose,date_time,Calculates time ago,general_purpose/date_time/time_ago.md
7360,parse_date,general_purpose,date_time,Parses date from string,general_purpose/date_time/parse_date.md
7361,subtract_days,general_purpose,date_time,Subtracts days from date,general_purpose/date_time/subtract_days.md
7362,datetime_util_38,general_purpose,date_time,Date/time utility 38,general_purpose/date_time/datetime_util_38.md
7363,datetime_util_69,general_purpose,date_time,Date/time utility 69,general_purpose/date_time/datetime_util_69.md
7364,datetime_util_79,general_purpose,date_time,Date/time utility 79,general_purpose/date_time/datetime_util_79.md
7365,datetime_util_28,general_purpose,date_time,Date/time utility 28,general_purpose/date_time/datetime_util_28.md
7366,previous_weekday,general_purpose,date_time,Gets previous weekday,general_purpose/date_time/previous_weekday.md
7367,parse_iso8601,general_purpose,date_time,Parses ISO 8601 date,general_purpose/date_time/parse_iso8601.md
7368,datetime_util_59,general_purpose,date_time,Date/time utility 59,general_purpose/date_time/datetime_util_59.md
7369,datetime_util_49,general_purpose,date_time,Date/time utility 49,general_purpose/date_time/datetime_util_49.md
7370,start_of_day,general_purpose,date_time,Gets start of day,general_purpose/date_time/start_of_day.md
7371,datetime_util_18,general_purpose,date_time,Date/time utility 18,general_purpose/date_time/datetime_util_18.md
7372,add_minutes,general_purpose,date_time,Adds minutes to time,general_purpose/date_time/add_minutes.md
7373,subtract_years,general_purpose,date_time,Subtracts years from date,general_purpose/date_time/subtract_years.md
7374,datetime_util_99,general_purpose,date_time,Date/time utility 99,general_purpose/date_time/datetime_util_99.md
7375,add_seconds,general_purpose,date_time,Adds seconds to time,general_purpose/date_time/add_seconds.md
7376,datetime_util_89,general_purpose,date_time,Date/time utility 89,general_purpose/date_time/datetime_util_89.md
7377,end_of_day,general_purpose,date_time,Gets end of day,general_purpose/date_time/end_of_day.md
7378,age_from_birthdate,general_purpose,date_time,Calculates age from birthdate,general_purpose/date_time/age_from_birthdate.md
7379,utc_to_local,general_purpose,date_time,Converts UTC to local time,general_purpose/date_time/utc_to_local.md
7380,datetime_util_8,general_purpose,date_time,Date/time utility 8,general_purpose/date_time/datetime_util_8.md
7381,is_today,general_purpose,date_time,Checks if date is today,general_purpose/date_time/is_today.md
7382,format_rfc3339,general_purpose,date_time,Formats to RFC 3339,general_purpose/date_time/format_rfc3339.md
7383,start_of_month,general_purpose,date_time,Gets start of month,general_purpose/date_time/start_of_month.md
7384,datetime_util_9,general_purpose,date_time,Date/time utility 9,general_purpose/date_time/datetime_util_9.md
7385,format_time,general_purpose,date_time,Formats time to string,general_purpose/date_time/format_time.md
7386,parse_time,general_purpose,date_time,Parses time from string,general_purpose/date_time/parse_time.md
7387,add_days,general_purpose,date_time,Adds days to date,general_purpose/date_time/add_days.md
7388,next_weekday,general_purpose,date_time,Gets next weekday,general_purpose/date_time/next_weekday.md
7389,datetime_util_98,general_purpose,date_time,Date/time utility 98,general_purpose/date_time/datetime_util_98.md
7390,datetime_util_88,general_purpose,date_time,Date/time utility 88,general_purpose/date_time/datetime_util_88.md
7391,start_of_year,general_purpose,date_time,Gets start of year,general_purpose/date_time/start_of_year.md
7392,end_of_month,general_purpose,date_time,Gets end of month,general_purpose/date_time/end_of_month.md
7393,datetime_util_54,general_purpose,date_time,Date/time utility 54,general_purpose/date_time/datetime_util_54.md
7394,datetime_util_93,general_purpose,date_time,Date/time utility 93,general_purpose/date_time/datetime_util_93.md
7395,datetime_util_60,general_purpose,date_time,Date/time utility 60,general_purpose/date_time/datetime_util_60.md
7396,datetime_util_31,general_purpose,date_time,Date/time utility 31,general_purpose/date_time/datetime_util_31.md
7397,is_past,general_purpose,date_time,Checks if date is in past,general_purpose/date_time/is_past.md
7398,datetime_util_21,general_purpose,date_time,Date/time utility 21,general_purpose/date_time/datetime_util_21.md
7399,datetime_util_70,general_purpose,date_time,Date/time utility 70,general_purpose/date_time/datetime_util_70.md
7400,datetime_util_83,general_purpose,date_time,Date/time utility 83,general_purpose/date_time/datetime_util_83.md
7401,difference_minutes,general_purpose,date_time,Calculates minutes between times,general_purpose/date_time/difference_minutes.md
7402,datetime_util_44,general_purpose,date_time,Date/time utility 44,general_purpose/date_time/datetime_util_44.md
7403,datetime_util_15,general_purpose,date_time,Date/time utility 15,general_purpose/date_time/datetime_util_15.md
7404,datetime_util_6,general_purpose,date_time,Date/time utility 6,general_purpose/date_time/datetime_util_6.md
7405,datetime_util_97,general_purpose,date_time,Date/time utility 97,general_purpose/date_time/datetime_util_97.md
7406,datetime_util_35,general_purpose,date_time,Date/time utility 35,general_purpose/date_time/datetime_util_35.md
7407,datetime_util_64,general_purpose,date_time,Date/time utility 64,general_purpose/date_time/datetime_util_64.md
7408,datetime_util_50,general_purpose,date_time,Date/time utility 50,general_purpose/date_time/datetime_util_50.md
7409,datetime_util_11,general_purpose,date_time,Date/time utility 11,general_purpose/date_time/datetime_util_11.md
7410,datetime_util_40,general_purpose,date_time,Date/time utility 40,general_purpose/date_time/datetime_util_40.md
7411,datetime_util_2,general_purpose,date_time,Date/time utility 2,general_purpose/date_time/datetime_util_2.md
7412,time_until,general_purpose,date_time,Calculates time until,general_purpose/date_time/time_until.md
7413,datetime_util_74,general_purpose,date_time,Date/time utility 74,general_purpose/date_time/datetime_util_74.md
7414,datetime_util_25,general_purpose,date_time,Date/time utility 25,general_purpose/date_time/datetime_util_25.md
7415,get_current_timestamp,general_purpose,date_time,Gets current timestamp,general_purpose/date_time/get_current_timestamp.md
7416,datetime_util_87,general_purpose,date_time,Date/time utility 87,general_purpose/date_time/datetime_util_87.md
7417,datetime_util_96,general_purpose,date_time,Date/time utility 96,general_purpose/date_time/datetime_util_96.md
7418,datetime_util_34,general_purpose,date_time,Date/time utility 34,general_purpose/date_time/datetime_util_34.md
7419,datetime_util_65,general_purpose,date_time,Date/time utility 65,general_purpose/date_time/datetime_util_65.md
7420,datetime_util_51,general_purpose,date_time,Date/time utility 51,general_purpose/date_time/datetime_util_51.md
7421,add_years,general_purpose,date_time,Adds years to date,general_purpose/date_time/add_years.md
7422,format_iso8601,general_purpose,date_time,Formats to ISO 8601,general_purpose/date_time/format_iso8601.md
7423,is_leap_year,general_purpose,date_time,Checks if year is leap year,general_purpose/date_time/is_leap_year.md
7424,is_weekday,general_purpose,date_time,Checks if date is weekday,general_purpose/date_time/is_weekday.md
7425,datetime_util_10,general_purpose,date_time,Date/time utility 10,general_purpose/date_time/datetime_util_10.md
7426,datetime_util_41,general_purpose,date_time,Date/time utility 41,general_purpose/date_time/datetime_util_41.md
7427,datetime_util_3,general_purpose,date_time,Date/time utility 3,general_purpose/date_time/datetime_util_3.md
7428,datetime_util_75,general_purpose,date_time,Date/time utility 75,general_purpose/date_time/datetime_util_75.md
7429,datetime_util_24,general_purpose,date_time,Date/time utility 24,general_purpose/date_time/datetime_util_24.md
7430,datetime_util_86,general_purpose,date_time,Date/time utility 86,general_purpose/date_time/datetime_util_86.md
7431,datetime_util_55,general_purpose,date_time,Date/time utility 55,general_purpose/date_time/datetime_util_55.md
7432,datetime_util_92,general_purpose,date_time,Date/time utility 92,general_purpose/date_time/datetime_util_92.md
7433,datetime_util_61,general_purpose,date_time,Date/time utility 61,general_purpose/date_time/datetime_util_61.md
7434,datetime_util_30,general_purpose,date_time,Date/time utility 30,general_purpose/date_time/datetime_util_30.md
7435,relative_time,general_purpose,date_time,"Formats relative time (e.g., 2 hours ago)",general_purpose/date_time/relative_time.md
7436,week_of_year,general_purpose,date_time,Gets week number of year,general_purpose/date_time/week_of_year.md
7437,add_hours,general_purpose,date_time,Adds hours to time,general_purpose/date_time/add_hours.md
7438,get_current_date,general_purpose,date_time,Gets current date,general_purpose/date_time/get_current_date.md
7439,datetime_util_20,general_purpose,date_time,Date/time utility 20,general_purpose/date_time/datetime_util_20.md
7440,datetime_util_71,general_purpose,date_time,Date/time utility 71,general_purpose/date_time/datetime_util_71.md
7441,datetime_util_82,general_purpose,date_time,Date/time utility 82,general_purpose/date_time/datetime_util_82.md
7442,datetime_util_45,general_purpose,date_time,Date/time utility 45,general_purpose/date_time/datetime_util_45.md
7443,datetime_util_14,general_purpose,date_time,Date/time utility 14,general_purpose/date_time/datetime_util_14.md
7444,datetime_util_7,general_purpose,date_time,Date/time utility 7,general_purpose/date_time/datetime_util_7.md
7445,levenshtein_distance,general_purpose,string_utilities,Calculates Levenshtein distance,general_purpose/string_utilities/levenshtein_distance.md
7446,string_util_33,general_purpose,string_utilities,String utility 33,general_purpose/string_utilities/string_util_33.md
7447,string_util_62,general_purpose,string_utilities,String utility 62,general_purpose/string_utilities/string_util_62.md
7448,string_util_8,general_purpose,string_utilities,String utility 8,general_purpose/string_utilities/string_util_8.md
7449,advanced_string_228,general_purpose,string_utilities,Advanced string operation 228,general_purpose/string_utilities/advanced_string_228.md
7450,string_util_91,general_purpose,string_utilities,String utility 91,general_purpose/string_utilities/string_util_91.md
7451,string_util_56,general_purpose,string_utilities,String utility 56,general_purpose/string_utilities/string_util_56.md
7452,advanced_string_4,general_purpose,string_utilities,Advanced string operation 4,general_purpose/string_utilities/advanced_string_4.md
7453,string_util_17,general_purpose,string_utilities,String utility 17,general_purpose/string_utilities/string_util_17.md
7454,string_util_46,general_purpose,string_utilities,String utility 46,general_purpose/string_utilities/string_util_46.md
7455,string_util_81,general_purpose,string_utilities,String utility 81,general_purpose/string_utilities/string_util_81.md
7456,advanced_string_238,general_purpose,string_utilities,Advanced string operation 238,general_purpose/string_utilities/advanced_string_238.md
7457,string_util_72,general_purpose,string_utilities,String utility 72,general_purpose/string_utilities/string_util_72.md
7458,string_util_23,general_purpose,string_utilities,String utility 23,general_purpose/string_utilities/string_util_23.md
7459,trim_right,general_purpose,string_utilities,Trims whitespace from right,general_purpose/string_utilities/trim_right.md
7460,advanced_string_89,general_purpose,string_utilities,Advanced string operation 89,general_purpose/string_utilities/advanced_string_89.md
7461,string_util_52,general_purpose,string_utilities,String utility 52,general_purpose/string_utilities/string_util_52.md
7462,advanced_string_0,general_purpose,string_utilities,Advanced string operation 0,general_purpose/string_utilities/advanced_string_0.md
7463,advanced_string_218,general_purpose,string_utilities,Advanced string operation 218,general_purpose/string_utilities/advanced_string_218.md
7464,advanced_string_189,general_purpose,string_utilities,Advanced string operation 189,general_purpose/string_utilities/advanced_string_189.md
7465,advanced_string_249,general_purpose,string_utilities,Advanced string operation 249,general_purpose/string_utilities/advanced_string_249.md
7466,string_util_66,general_purpose,string_utilities,String utility 66,general_purpose/string_utilities/string_util_66.md
7467,uppercase,general_purpose,string_utilities,Converts string to uppercase,general_purpose/string_utilities/uppercase.md
7468,string_util_37,general_purpose,string_utilities,String utility 37,general_purpose/string_utilities/string_util_37.md
7469,string_util_95,general_purpose,string_utilities,String utility 95,general_purpose/string_utilities/string_util_95.md
7470,string_util_85,general_purpose,string_utilities,String utility 85,general_purpose/string_utilities/string_util_85.md
7471,string_util_27,general_purpose,string_utilities,String utility 27,general_purpose/string_utilities/string_util_27.md
7472,string_util_76,general_purpose,string_utilities,String utility 76,general_purpose/string_utilities/string_util_76.md
7473,advanced_string_199,general_purpose,string_utilities,Advanced string operation 199,general_purpose/string_utilities/advanced_string_199.md
7474,advanced_string_208,general_purpose,string_utilities,Advanced string operation 208,general_purpose/string_utilities/advanced_string_208.md
7475,string_util_42,general_purpose,string_utilities,String utility 42,general_purpose/string_utilities/string_util_42.md
7476,string_util_13,general_purpose,string_utilities,String utility 13,general_purpose/string_utilities/string_util_13.md
7477,replace_all,general_purpose,string_utilities,Replaces all occurrences,general_purpose/string_utilities/replace_all.md
7478,advanced_string_99,general_purpose,string_utilities,Advanced string operation 99,general_purpose/string_utilities/advanced_string_99.md
7479,advanced_string_88,general_purpose,string_utilities,Advanced string operation 88,general_purpose/string_utilities/advanced_string_88.md
7480,pad_both,general_purpose,string_utilities,Pads string on both sides,general_purpose/string_utilities/pad_both.md
7481,string_util_53,general_purpose,string_utilities,String utility 53,general_purpose/string_utilities/string_util_53.md
7482,advanced_string_1,general_purpose,string_utilities,Advanced string operation 1,general_purpose/string_utilities/advanced_string_1.md
7483,advanced_string_188,general_purpose,string_utilities,Advanced string operation 188,general_purpose/string_utilities/advanced_string_188.md
